,assignee_name,pub_number,cpc_code,filing_date,filing_year,country_code
693,CITIZEN INC,US-2016275579-A1,G06Q30/06,20160328,2016,US
694,CHEGG INC,US-2018137557-A1,G06Q30/06,20161117,2016,US
695,AMAZON TECH INC,US-2017004335-A1,G06Q30/06,20160919,2016,US
696,TENCENT TECH (SHENZHEN) COMPANY LTD,WO-2017088704-A1,G06Q30/06,20161118,2016,WO
697,ZTE CORP,WO-2016202075-A1,G06Q30/06,20160414,2016,WO
698,ABSA BANK LTD,WO-2016113703-A1,G06Q30/06,20160115,2016,WO
699,SYNERGY BLUE LLC,WO-2016133939-A1,G06Q30/06,20160216,2016,WO
700,NEC CORP,WO-2018078761-A1,G06Q30/06,20161027,2016,WO
701,COVET INC,WO-2017078906-A1,G06Q30/06,20161007,2016,WO
702,UNIV HEFEI TECHNOLOGY,CN-106055715-A,G06Q30/06,20160712,2016,CN
703,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,EP-3261054-A1,G06Q30/06,20160204,2016,EP
704,BEIJING XIAODU INF TECH CO LTD,CN-106355485-A,G06Q30/06,20161013,2016,CN
705,DONGGUAN HAOYUN WANGXUN SUPPLY CHAIN SERVICES CO LTD,CN-106327306-A,G06Q30/06,20160829,2016,CN
706,RAM PRANIL,US-2016148307-A1,G06Q30/06,20160201,2016,US
707,GRACE MARK,US-2016210687-A1,G06Q30/06,20160330,2016,US
708,ZORTAG INC,US-2017206574-A1,G06Q30/06,20160120,2016,US
709,WW GRAINGER INC,US-2016300295-A1,G06Q30/06,20160615,2016,US
710,TENCENT TECH SHENZHEN CO LTD,KR-20180030642-A,G06Q30/06,20160519,2016,KR
711,MOMENTUM MACHINES COMPANY,US-2017024789-A1,G06Q30/06,20160328,2016,US
712,C-NERGY CITY CO LTD,KR-20170142647-A,G06Q30/06,20160620,2016,KR
713,SONY CORP,WO-2016181607-A1,G06Q30/06,20160407,2016,WO
714,MASTERCARD ASIA/PACIFIC PTE LTD,SG-10201600561Y-A,G06Q30/06,20160125,2016,SG
715,MASTERCARD ASIA PACIFIC PTE LTD,US-2016275595-A1,G06Q30/06,20160318,2016,US
716,OH SANG HYEON,KR-101770504-B1,G06Q30/06,20160229,2016,KR
717,KIM SEOK HYUN,KR-101676745-B1,G06Q30/06,20160226,2016,KR
718,PANASONIC IP MAN CO LTD,WO-2017145511-A1,G06Q30/06,20161221,2016,WO
719,WAL-MART STORES INC,WO-2016154249-A1,G06Q30/06,20160323,2016,WO
720,BEIJING DIDI INFINITY TECH AND DEV CO LTD,WO-2017166877-A1,G06Q30/06,20161228,2016,WO
721,MAGIC LEAP INC,AU-2016284700-A1,G06Q30/06,20160624,2016,AU
722,MEASUR3D INC,EP-3335183-A4,G06Q30/06,20160810,2016,EP
723,HAGIWARA KENJI,US-2017255978-A1,G06Q30/06,20160307,2016,US
724,LIVE EVER FIT LLC,US-2016284016-A1,G06Q30/06,20160323,2016,US
725,BANK OF AMERICA,US-2017345074-A1,G06Q30/06,20160525,2016,US
726,ZOEK INC,US-2017098265-A1,G06Q30/06,20160926,2016,US
727,COURCHESNE HUGUES,US-2020013100-A1,G06Q30/06,20160303,2016,US
728,SUN QIUSHI,WO-2018018543-A1,G06Q30/06,20160728,2016,WO
729,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106327286-A,G06Q30/06,20160805,2016,CN
730,PARK JAE HYUN,KR-20180052018-A,G06Q30/06,20161109,2016,KR
731,WORLD FORCE INT CO LTD,CA-2988058-A1,G06Q30/06,20160602,2016,CA
732,AMOREPACIFIC CORP,CN-107430743-A,G06Q30/06,20160330,2016,CN
733,KRUGHOFF ROBERT M,US-2016314521-A1,G06Q30/06,20160705,2016,US
734,MCKAY GARY HOWARD,US-2018025403-A1,G06Q30/06,20160720,2016,US
735,ZEBIC GREGOR,US-2016350841-A1,G06Q30/06,20160527,2016,US
736,EBAY INC,US-2016328778-A1,G06Q30/06,20160719,2016,US
737,WAL-MART STORES INC,US-2016314514-A1,G06Q30/06,20160421,2016,US
738,JANG SU JIN,KR-101682645-B1,G06Q30/06,20160127,2016,KR
739,HUNT CHRISSEY,US-2018005294-A1,G06Q30/06,20160630,2016,US
740,BIZPLAY CO LTD,KR-101742693-B1,G06Q30/06,20160615,2016,KR
741,MPLUS COSMATICES CO LTD,KR-20180031209-A,G06Q30/06,20160919,2016,KR
742,CAFE24 CORP,KR-101789181-B1,G06Q30/06,20160602,2016,KR
743,DEN4DOGS AS,NO-341590-B1,G06Q30/06,20160915,2016,NO
744,BUSINESS INSIGHT,KR-20170086873-A,G06Q30/06,20160119,2016,KR
745,IBM,US-10586263-B2,G06Q30/06,20161128,2016,US
746,COUPANG CORP,KR-101794248-B1,G06Q30/06,20160830,2016,KR
747,EBAY INC,EP-3398078-A4,G06Q30/06,20161229,2016,EP
748,SDC AS,EP-3362977-A1,G06Q30/06,20161014,2016,EP
749,WAL-MART STORES INC,CA-2990433-A1,G06Q30/06,20160624,2016,CA
750,CHINA MOBILE GROUP JIANGSU CO,CN-106815761-A,G06Q30/06,20161231,2016,CN
751,HOMETOUCH CO LTD,JP-2017102909-A,G06Q30/06,20161021,2016,JP
752,PREZZEE PTY LTD,EP-3384454-A1,G06Q30/06,20161130,2016,EP
753,ACCENTURE GLOBAL SERVICES LTD,US-10296961-B2,G06Q30/06,20161213,2016,US
754,BUILD E CONTRACTOR LTD,US-2018189861-A1,G06Q30/06,20160629,2016,US
755,MASTERCARD INTERNATIONAL INC,US-2017024799-A1,G06Q30/06,20160720,2016,US
756,THE USUAL INC,US-10055782-B2,G06Q30/06,20160229,2016,US
757,NEXT EV USA INC,US-2018011483-A1,G06Q30/06,20161031,2016,US
758,INDUSTRY-UNIV COOP FOUND HANYANG UNIV ERICA CAMPUS,KR-20170096283-A,G06Q30/06,20160215,2016,KR
759,CIUDAD ELIAS ANDRES,US-2017178209-A1,G06Q30/06,20161219,2016,US
760,COSCOI,KR-20180072328-A,G06Q30/06,20161221,2016,KR
761,LAVIN JOHN,US-10223724-B1,G06Q30/06,20160627,2016,US
762,STEWART LEE MARTIN,US-2017032454-A1,G06Q30/06,20161011,2016,US
763,NEC CORP,WO-2016147612-A1,G06Q30/06,20160309,2016,WO
764,COUPANG CORP,KR-101744320-B1,G06Q30/06,20160216,2016,KR
765,CASES BY SOURCE INC,US-2017293957-A1,G06Q30/06,20160406,2016,US
766,SUINNO OY,US-2016217516-A1,G06Q30/06,20160405,2016,US
767,SIDE STEP INC,KR-101742963-B1,G06Q30/06,20160415,2016,KR
768,AT & T IP I LP,US-2017069004-A1,G06Q30/06,20161121,2016,US
769,TELIGISTICS INC,US-2016379286-A1,G06Q30/06,20160913,2016,US
770,NEXON CORP,KR-20180061734-A,G06Q30/06,20161130,2016,KR
771,84 51 LLC,US-10387933-B2,G06Q30/06,20160812,2016,US
772,COLLABORATIVE AGREEMENTS LLC,US-2016358176-A1,G06Q30/06,20160819,2016,US
773,WON YOUNG HO,KR-20180009598-A,G06Q30/06,20160719,2016,KR
774,LEE BEOP SEONG,KR-20180050144-A,G06Q30/06,20161104,2016,KR
775,WEBSOFT LTD,US-2018308139-A1,G06Q30/06,20161020,2016,US
776,TARGET BRANDS INC,US-2017206583-A1,G06Q30/06,20160115,2016,US
777,SONGPRACHA PARIN,WO-2017078635-A1,G06Q30/06,20161107,2016,WO
778,SUN QIUSHI,WO-2018018554-A1,G06Q30/06,20160728,2016,WO
779,ACD INC,EP-3267388-A4,G06Q30/06,20160602,2016,EP
780,PARK SANG JIN,KR-101673193-B1,G06Q30/06,20160229,2016,KR
781,HYHO INC,CA-2949493-A1,G06Q30/06,20161124,2016,CA
782,TENCENT TECH (SHENZHEN) CO LTD,CN-106097043-A,G06Q30/06,20160601,2016,CN
783,CAFE X TECH LTD,CN-107077768-A,G06Q30/06,20160712,2016,CN
784,HEFEI HUAYAO ADVERTISING MEDIA CO LTD,CN-106600371-A,G06Q30/06,20161212,2016,CN
785,TOSHIBA TEC KK,CN-105787775-A,G06Q30/06,20160108,2016,CN
786,WORLD FORCE INT CO LTD,BR-112017025956-A2,G06Q30/06,20160602,2016,BR
787,FACEBOOK INC,US-2017372408-A1,G06Q30/06,20160628,2016,US
788,HEWLETT PACKARD ENTPR DEV LP,US-2018130106-A1,G06Q30/06,20161104,2016,US
789,VISA INT SERVICE ASS,US-2016232600-A1,G06Q30/06,20160208,2016,US
790,PIKSEL INC,US-2018225739-A1,G06Q30/06,20160801,2016,US
791,SHENZHEN WISDOW FORMING SCIENCE AND TECH DO LTD,US-2017293970-A1,G06Q30/06,20160120,2016,US
792,SEONG NAK HOON,KR-20180078519-A,G06Q30/06,20161230,2016,KR
793,KO HYUN SUNG,WO-2017047925-A1,G06Q30/06,20160728,2016,WO
794,LALONDE BENOIT,EP-3289553-A1,G06Q30/06,20160412,2016,EP
795,BLACKHAWK CHINA EXPRESS (SHANGHAI) INFORMATION TECH CO LTD,CN-107153980-A,G06Q30/06,20160306,2016,CN
796,ZHOU XIAOLI,CN-106779927-A,G06Q30/06,20161205,2016,CN
797,PARIN SONGPRACHA,CN-208737526-U,G06Q30/06,20161107,2016,CN
798,ROVI GUIDES INC,AU-2016252645-A1,G06Q30/06,20160421,2016,AU
799,ALIBABA GROUP HOLDING LTD,CN-107016585-A,G06Q30/06,20160127,2016,CN
800,WAL MART STORES INC,US-10489840-B2,G06Q30/06,20160122,2016,US
801,NEC CORP,US-2018232799-A1,G06Q30/06,20160819,2016,US
802,DIMENSIONALMECHANICS INC,US-2017004567-A1,G06Q30/06,20160630,2016,US
803,OPENTV INC,US-2017091855-A1,G06Q30/06,20161212,2016,US
804,WAL-MART STORES INC,US-2017221120-A1,G06Q30/06,20160130,2016,US
805,3D PRODUCT IMAGING INC,US-2016253746-A1,G06Q30/06,20160225,2016,US
806,NETDISRUPTORS LLC,US-2016364781-A1,G06Q30/06,20160415,2016,US
807,BLUETECHSOLUTION CORP,KR-20180078764-A,G06Q30/06,20161230,2016,KR
808,WAL-MART STORES INC,US-2017186073-A1,G06Q30/06,20161219,2016,US
809,TENCENT TECH (SHENZHEN) COMPANY LTD,WO-2017050069-A1,G06Q30/06,20160819,2016,WO
810,AMAZON TECH INC,US-10346900-B1,G06Q30/06,20160324,2016,US
811,QINGDAO HAIER DRUM WASHING MACHINE CO LTD,US-2018268469-A1,G06Q30/06,20161124,2016,US
812,AMAZON TECH INC,WO-2016178860-A1,G06Q30/06,20160426,2016,WO
813,TOSHIBA TEC KK,EP-3043305-A1,G06Q30/06,20160107,2016,EP
814,BOVEDA INC,EP-3304471-A4,G06Q30/06,20160606,2016,EP
815,BEIJING SCIENCE & TECH CO THREE FAST ONLINE,CN-106339918-A,G06Q30/06,20160819,2016,CN
816,BRIGHTCOVE INC,HK-1220839-A1,G06Q30/06,20160720,2016,HK
817,CONCIERGE KOERA CO LTD,KR-20170136681-A,G06Q30/06,20160601,2016,KR
818,SHANGHAI FINANCIAL LEASING BROKERAGE CO LTD,CN-106570735-A,G06Q30/06,20161008,2016,CN
819,SHOPATRON INC,EP-3051471-A1,G06Q30/06,20160202,2016,EP
820,TWIGGLE LTD,US-10169810-B2,G06Q30/06,20160623,2016,US
821,EBAY INC,US-10169801-B2,G06Q30/06,20160714,2016,US
822,HENNINGS MARK,US-2018158125-A1,G06Q30/06,20161205,2016,US
823,GLOBAL EPROCURE,US-2017270596-A1,G06Q30/06,20160601,2016,US
824,MONTEIRO LUCIANO TRINDADE DE SOUSA,US-2017061522-A1,G06Q30/06,20160520,2016,US
825,AMAZON TECH INC,US-10223731-B1,G06Q30/06,20160315,2016,US
826,SONG SEOK JU,KR-20160137459-A,G06Q30/06,20161108,2016,KR
827,TENDYRON CORP,AU-2016368215-A1,G06Q30/06,20161129,2016,AU
828,BLUESIS INC,KR-101786591-B1,G06Q30/06,20161125,2016,KR
829,MITSUBISHI ELECTRIC CORP,WO-2017212553-A1,G06Q30/06,20160607,2016,WO
830,24/7 CUSTOMER INC,WO-2016130967-A1,G06Q30/06,20160212,2016,WO
831,MICROSOFT TECHNOLOGY LICENSING LLC,WO-2016209853-A1,G06Q30/06,20160622,2016,WO
832,HE LAN,WO-2018032156-A1,G06Q30/06,20160814,2016,WO
833,KIM YONG DUEK,JP-2017041227-A,G06Q30/06,20160329,2016,JP
834,MAGIC LEAP INC,CN-107924522-A,G06Q30/06,20160624,2016,CN
835,MERCK SHARP & DOHME,EP-3391324-A1,G06Q30/06,20161115,2016,EP
836,WORLD FORCE INT CO LTD,AU-2016272791-A1,G06Q30/06,20160602,2016,AU
837,OCADO INNOVATION LTD,EP-3254244-A1,G06Q30/06,20160208,2016,EP
838,GREENLIGHT ME INC,EP-3335171-A1,G06Q30/06,20160810,2016,EP
839,KUDO REX,US-2017255976-A1,G06Q30/06,20160301,2016,US
840,LEE SEUNG HYUN,KR-20170091803-A,G06Q30/06,20160107,2016,KR
841,CAFE X TECH LTD,US-2017011442-A1,G06Q30/06,20160704,2016,US
842,BROTHER IND LTD,US-2016292772-A1,G06Q30/06,20160330,2016,US
843,MARAJ BAL,US-2017337616-A1,G06Q30/06,20160519,2016,US
844,GIFT CARD IMPRESSIONS LLC,US-2017032437-A1,G06Q30/06,20161017,2016,US
845,ASCENT TECH INC,US-2016350766-A1,G06Q30/06,20160412,2016,US
846,SMIDC CO LTD,KR-20180038137-A,G06Q30/06,20161006,2016,KR
847,OWIN INC,KR-20180056495-A,G06Q30/06,20161118,2016,KR
848,EBAY INC,US-2017004556-A1,G06Q30/06,20160913,2016,US
849,ZHEJIANG RIGHT DIGITAL TECH CO LTD,WO-2017215092-A1,G06Q30/06,20160803,2016,WO
850,SUZHOU ONE WORLD TECH CO LTD,WO-2016180314-A1,G06Q30/06,20160510,2016,WO
851,GOOGLE INC,DE-202016107425-U1,G06Q30/06,20161228,2016,DE
852,JONES MARIA FRANCISCA,EP-3398125-A1,G06Q30/06,20161230,2016,EP
853,WALMART APOLLO LLC,CA-3002808-A1,G06Q30/06,20161020,2016,CA
854,MASTERCARD INTERNATIONAL INC,CA-3004420-A1,G06Q30/06,20161102,2016,CA
855,DIGITAL ENVOY INC,IL-248891-D0,G06Q30/06,20161110,2016,IL
856,WINE RING INC,HK-1218457-A1,G06Q30/06,20160606,2016,HK
857,PAYPAL INC,US-2018089742-A1,G06Q30/06,20160923,2016,US
858,IBM,US-2018158121-A1,G06Q30/06,20161205,2016,US
859,TENCENT TECH SHENZHEN CO LTD,US-2016180416-A1,G06Q30/06,20160226,2016,US
860,CS KOREA CO LTD,KR-101745937-B1,G06Q30/06,20160928,2016,KR
861,VIVINT INC,US-2016364789-A1,G06Q30/06,20160610,2016,US
862,IUCF HYU ERICA CAMPUS,KR-20180000006-A,G06Q30/06,20160621,2016,KR
863,RECRUIT HOLDINGS CO LTD,US-2018293641-A1,G06Q30/06,20160901,2016,US
864,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018137560-A1,G06Q30/06,20161116,2016,US
865,EBAY INC,KR-20170133455-A,G06Q30/06,20160329,2016,KR
866,WAL-MART STORES INC,WO-2016205114-A1,G06Q30/06,20160613,2016,WO
867,LG INNOTEK CO LTD,KR-20180021558-A,G06Q30/06,20160822,2016,KR
868,GOOGLE LLC,WO-2017192179-A1,G06Q30/06,20161229,2016,WO
869,JIN SUNG YONG,KR-101746563-B1,G06Q30/06,20160330,2016,KR
870,DIGIWORK CO LTD,WO-2017082476-A1,G06Q30/06,20160219,2016,WO
871,BEIJING LEIDI TECH CO LTD,CN-106327293-A,G06Q30/06,20160812,2016,CN
872,MINE ZERO GMBH,WO-2016145425-A1,G06Q30/06,20160312,2016,WO
873,BMC NETWORKS CO LTD,KR-20170114136-A,G06Q30/06,20160405,2016,KR
874,IBM,US-10387940-B2,G06Q30/06,20161010,2016,US
875,BITSPOWER INT CO LTD,US-2017337620-A1,G06Q30/06,20160518,2016,US
876,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018018721-A1,G06Q30/06,20161201,2016,US
877,LEE SEUNG BO,KR-20160072077-A,G06Q30/06,20160602,2016,KR
878,ALIGN COMMERCE CORP,WO-2017070469-A1,G06Q30/06,20161021,2016,WO
879,ACD INC,BR-112018002435-A2,G06Q30/06,20160602,2016,BR
880,LE HOLDINGS (BEIJING) CO LTD,WO-2017166534-A1,G06Q30/06,20160712,2016,WO
881,BAIDU ONLINE NETWORK TECH (BEIJING) CO LTD,CN-106651508-A,G06Q30/06,20161114,2016,CN
882,WAL-MART STORES INC,CA-2980930-A1,G06Q30/06,20160323,2016,CA
883,RAIN CHECK IT PTY LTD,EP-3387607-A1,G06Q30/06,20161212,2016,EP
884,THE REYNOLDS AND REYNOLDS COMPANY,CA-2944761-A1,G06Q30/06,20161006,2016,CA
885,UNIV SOUTHEAST,CN-106530064-A,G06Q30/06,20161231,2016,CN
886,VIVO COMM TECHNOLOGY CO LTD,CN-106127558-A,G06Q30/06,20160630,2016,CN
887,MASTERCARD INTERNATIONAL INC,BR-112017025676-A2,G06Q30/06,20160518,2016,BR
888,LATTICE SEMICONDUCTOR CORP,US-2016117747-A1,G06Q30/06,20160107,2016,US
889,FUJI XEROX CO LTD,US-2017331980-A1,G06Q30/06,20161205,2016,US
890,QUARRIE RANSFORD,US-2017243274-A1,G06Q30/06,20160219,2016,US
891,BEIJING DIDI INFINITY TECH AND DEV CO LTD,SG-11201706522V-A,G06Q30/06,20160204,2016,SG
892,NHN GODO CORP,KR-20170139188-A,G06Q30/06,20160608,2016,KR
893,CHAUDHURI A RAY,WO-2016191333-A1,G06Q30/06,20160522,2016,WO
894,BRAGHETTO NETO JOSÉ VIRGILIO,US-2016239891-A1,G06Q30/06,20160427,2016,US
895,HONG YEON SUNG,KR-101779509-B1,G06Q30/06,20161021,2016,KR
896,ESSILOR INT,EP-3424009-A1,G06Q30/06,20160304,2016,EP
897,UNILEVER PLC,EP-3341908-A1,G06Q30/06,20160816,2016,EP
898,SERVE ME HERE PTY LTD,WO-2017100865-A1,G06Q30/06,20161219,2016,WO
899,BEIJING DIDI INFINITY TECHNOLOGY & DEVELOPMENT CO LTD,AU-2016309857-A1,G06Q30/06,20160822,2016,AU
900,ZHEJIANG RIGHT DIGITAL TECH CO LTD,CN-106127548-A,G06Q30/06,20160617,2016,CN
901,FUJIFILM CORP,JP-2017138803-A,G06Q30/06,20160203,2016,JP
902,ALIBABA GROUP HOLDING LTD,CN-106875243-A,G06Q30/06,20160629,2016,CN
903,ACD INC,CA-2994068-A1,G06Q30/06,20160602,2016,CA
904,FANGCHENGGANG LVHUAYUAN AGRICULTURE AND FORESTRY SCIENCE AND TECH CO LTD,CN-106408393-A,G06Q30/06,20160928,2016,CN
905,IBM,US-2018089738-A1,G06Q30/06,20160926,2016,US
906,HAPPYRAIN CO LTD,KR-20180065179-A,G06Q30/06,20161207,2016,KR
907,THE TORONTO-DOMINION BANK,US-2017039608-A1,G06Q30/06,20160804,2016,US
908,EBAY INC,US-2017364990-A1,G06Q30/06,20160617,2016,US
909,CASIO COMPUTER CO LTD,US-2017270591-A1,G06Q30/06,20161227,2016,US
910,JANG YOON SU,US-2019035003-A1,G06Q30/06,20161102,2016,US
911,TATA CONSULTANCY SERVICES LTD,US-2016275594-A1,G06Q30/06,20160307,2016,US
912,KIM TEA BOG,KR-20160101688-A,G06Q30/06,20160217,2016,KR
913,RAGEON INC,ZA-201608286-B,G06Q30/06,20161130,2016,ZA
914,RIDEAWEMING CO LTD,KR-101808694-B1,G06Q30/06,20160609,2016,KR
915,EBAY INC,US-2016217521-A1,G06Q30/06,20160331,2016,US
916,ALIBABA GROUP HOLDING LTD,WO-2017087443-A1,G06Q30/06,20161116,2016,WO
917,AGORA INTELLIGENCE INC,WO-2016187388-A1,G06Q30/06,20160519,2016,WO
918,ZHANG JUN,CN-106327302-A,G06Q30/06,20160824,2016,CN
919,OPTIM CORP,US-2017186063-A1,G06Q30/06,20160426,2016,US
920,FUJITSU LTD,US-2017154369-A1,G06Q30/06,20161121,2016,US
921,FORD MOTOR CO,US-2017206576-A1,G06Q30/06,20161014,2016,US
922,EBAY INC,US-10467683-B2,G06Q30/06,20161205,2016,US
923,QINGDAO HAIER DRUM WASHING MACHINE CO LTD,WO-2017097111-A1,G06Q30/06,20161124,2016,WO
924,KAVEH KEYHAN,US-2018158130-A1,G06Q30/06,20161201,2016,US
925,KIM JAE GUK,KR-20170138718-A,G06Q30/06,20160608,2016,KR
926,INSTAPLY INC,US-10332169-B2,G06Q30/06,20160125,2016,US
927,CAR FRONTIER CO LTD,JP-2019066897-A,G06Q30/06,20160217,2016,JP
928,MI SOFTTECH INC,US-2019287162-A1,G06Q30/06,20160721,2016,US
929,KWON MIN SEONG,KR-101794882-B1,G06Q30/06,20160725,2016,KR
930,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107491999-A,G06Q30/06,20160613,2016,CN
931,MASTERCARD INTERNATIONAL INC,AU-2016278840-A1,G06Q30/06,20160518,2016,AU
932,IBM,CN-105989190-A,G06Q30/06,20160316,2016,CN
933,OVS S P A,IT-201600095426-A1,G06Q30/06,20160922,2016,IT
934,THE BOTTLEFLY INC,BR-112018010552-A2,G06Q30/06,20161122,2016,BR
935,NANJING ZHENWEN YIKA INFORMATION TECH CO LTD,CN-106779945-A,G06Q30/06,20161216,2016,CN
936,YINGDA COMMERCIAL SERVICE CO LTD,CN-106651543-A,G06Q30/06,20161230,2016,CN
937,FAN YAJIE,CN-106530031-A,G06Q30/06,20160929,2016,CN
938,HENKEL AG & CO KGAA,DE-102016225816-A1,G06Q30/06,20161221,2016,DE
939,FUJIAN FOXIT SOFTWARE DEV CO LTD,CN-107577684-A,G06Q30/06,20160705,2016,CN
940,ALIBABA GROUP HOLDING LTD,KR-20180005171-A,G06Q30/06,20160505,2016,KR
941,TARGET BRANDS INC,US-2017206582-A1,G06Q30/06,20160115,2016,US
942,EBAY INC,KR-20180039154-A,G06Q30/06,20160812,2016,KR
943,TAYLOR THOMAS JASON,WO-2016118383-A1,G06Q30/06,20160113,2016,WO
944,CHINA TRAVELSKY HOLDING CO,CN-106779967-A,G06Q30/06,20161230,2016,CN
945,CHO HYUN SU,KR-101797684-B1,G06Q30/06,20161215,2016,KR
946,TENCENT TECH BEIJING CO LTD,CN-107527250-A,G06Q30/06,20160620,2016,CN
947,NEOGRAPH CO LTD,KR-20180075809-A,G06Q30/06,20161227,2016,KR
948,WITHME NEVADA INC,WO-2017075042-A1,G06Q30/06,20161026,2016,WO
949,GOOGLE INC,GB-2550452-A,G06Q30/06,20161222,2016,GB
950,NEC CORP,JP-2017138721-A,G06Q30/06,20160202,2016,JP
951,TORONTO DOMINION BANK,CA-2948230-A1,G06Q30/06,20161110,2016,CA
952,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097073-A,G06Q30/06,20160620,2016,CN
953,DEUTSCHE TELEKOM AG,EP-3188111-A1,G06Q30/06,20161228,2016,EP
954,EBAY INC,AU-2016216535-A1,G06Q30/06,20160815,2016,AU
955,ROVI GUIDES INC,CN-106471819-A,G06Q30/06,20160421,2016,CN
956,WIELA MONIKA,US-2016371767-A1,G06Q30/06,20160901,2016,US
957,BYCLIP CO LTD,KR-20170105379-A,G06Q30/06,20160309,2016,KR
958,ALIBABA GROUP HOLDING LTD,SG-11201804174T-A,G06Q30/06,20161109,2016,SG
959,MAPLEBEAR INC DBA INSTACART,US-2018068374-A1,G06Q30/06,20160907,2016,US
960,BIZMODELINE CO LTD,KR-20180054976-A,G06Q30/06,20161114,2016,KR
961,SHADECRAFT LLC,US-2017323356-A1,G06Q30/06,20160922,2016,US
962,HANWHA TECHWIN CO LTD,KR-20180051190-A,G06Q30/06,20161108,2016,KR
963,SK PLANET CO LTD,KR-20180027862-A,G06Q30/06,20160907,2016,KR
964,ALLSTATE INSURANCE CO,US-9584967-B1,G06Q30/06,20160302,2016,US
965,PPG IND OHIO INC,US-2018137553-A1,G06Q30/06,20160519,2016,US
966,AMADEUS SAS,FR-3049373-A1,G06Q30/06,20160324,2016,FR
967,XIAOHUAN TECH SHENZHEN CO LTD,CN-107657497-A,G06Q30/06,20160726,2016,CN
968,CASIO COMPUTER CO LTD,CN-106557965-A,G06Q30/06,20160922,2016,CN
969,CAPITAL ONE SERVICES LLC,CN-107924521-A,G06Q30/06,20160414,2016,CN
970,MASTERCARD INTERNATIONAL INC,AU-2016320682-A1,G06Q30/06,20160817,2016,AU
971,TORRES FRANCISCO SEVERO,US-2017032435-A1,G06Q30/06,20160314,2016,US
972,HAYS RICHARD EUGENE,US-2018075505-A1,G06Q30/06,20160708,2016,US
973,CAFE X TECH LTD,WO-2017008726-A1,G06Q30/06,20160712,2016,WO
974,KANG CHAN GO,KR-20180031452-A,G06Q30/06,20160920,2016,KR
975,ALIBABA GROUP HOLDING LTD,WO-2017106051-A1,G06Q30/06,20161209,2016,WO
976,OWIN INC,KR-20180056519-A,G06Q30/06,20161118,2016,KR
977,BCCARD CO LTD,KR-101812324-B1,G06Q30/06,20160622,2016,KR
978,84 51 LLC,WO-2017027827-A1,G06Q30/06,20160812,2016,WO
979,SONY CORP,CN-108292320-A,G06Q30/06,20160902,2016,CN
980,CG LIB,FR-3060173-A1,G06Q30/06,20161212,2016,FR
981,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-108021588-A,G06Q30/06,20161028,2016,CN
982,DAVID CLIFFORD R,US-2016253743-A1,G06Q30/06,20160119,2016,US
983,IBM,US-2017186069-A1,G06Q30/06,20160928,2016,US
984,WAL-MART STORES INC,US-2017221118-A1,G06Q30/06,20160130,2016,US
985,EBAY INC,US-10078857-B2,G06Q30/06,20160613,2016,US
986,IBM,US-2018121986-A1,G06Q30/06,20161103,2016,US
987,SUN QIUSHI,WO-2018018545-A1,G06Q30/06,20160728,2016,WO
988,HOSIDEN CORP,US-2016350820-A1,G06Q30/06,20160405,2016,US
989,JONES MARIA FRANCISCA,KR-20180099813-A,G06Q30/06,20161230,2016,KR
990,HEFEI ZHICHANG INFORMATION TECH CO LTD,CN-106779959-A,G06Q30/06,20161228,2016,CN
991,WAL-MART STORES INC,CA-2936393-A1,G06Q30/06,20160715,2016,CA
992,HENDRICKSON BRADLEY MARSHALL,US-2019034989-A1,G06Q30/06,20160328,2016,US
993,MONAWA,KR-20170126287-A,G06Q30/06,20160509,2016,KR
994,HELLOLINK CORP,WO-2018012648-A3,G06Q30/06,20160714,2016,WO
995,GOGOCAR LLC,WO-2017106043-A1,G06Q30/06,20161209,2016,WO
996,SHENZHEN SAIYI SCIENCE AND TECH DEVELOPMENT COMPANY,WO-2018035846-A1,G06Q30/06,20160826,2016,WO
997,BEIJING XIAODU INF TECH CO LTD,CN-106600360-A,G06Q30/06,20161111,2016,CN
998,ALIBABA GROUP HOLDING LTD,AU-2016353806-A1,G06Q30/06,20161104,2016,AU
999,UNIV JINAN,CN-106022873-A,G06Q30/06,20160517,2016,CN
1000,WONG KAMFU,HK-1212495-A1,G06Q30/06,20160108,2016,HK
1001,SHANG HAI PAN SHI TOU ZI GUAN LI YOU XIAN GONG SI,JP-2018031760-A,G06Q30/06,20161203,2016,JP
1002,SAMSUNG PAY INC,CN-106485489-A,G06Q30/06,20160829,2016,CN
1003,NSK LTD,CN-107430741-A,G06Q30/06,20160325,2016,CN
1004,NAKANO YOICHIRO,JP-2017168021-A,G06Q30/06,20160318,2016,JP
1005,HARTFORD FIRE INSURANCE COMP,US-2016232589-A1,G06Q30/06,20160418,2016,US
1006,RADNER ALEXANDER J C,US-2017004568-A1,G06Q30/06,20160701,2016,US
1007,KIM JIN GYU,KR-20180060009-A,G06Q30/06,20161128,2016,KR
1008,FUJI XEROX CO LTD,US-10304104-B2,G06Q30/06,20160808,2016,US
